17
813 900
264 588 -879
821 802 471
361 52 728
485 799 -739
701 557 432
193 116 986
815 332 58
741 419 196
210 60 356
402 879 940
533 887 174
269 596 -628
109 255 -158
121 159 -816
579 276 -221
724 207 -834
822 773 -435
892 283 -343
182 152 323
381 676 -633
608 215 -646
516 215 -656
236 222 513
203 284 -653
330 614 298
688 831 -75
573 91 498
367 563 762
572 257 280
76 936 -435
310 386 -513
799 226 342
756 860 -666
632 427 -894
226 168 513
325 20 -807
291 133 -358
423 193 980
258 695 142
278 851 -192
825 309 794
892 130 385
924 736 -143
907 215 -430
160 304 607
791 113 -960
307 496 -574
322 59 406
938 100 -233
619 212 533
227 284 -442
287 27 -308
590 79 -356
473 883 -197
476 163 -571
367 19 951
849 597 554
351 546 -683
954 639 -474
942 643 -735
865 630 -484
751 660 -505
689 147 553
450 936 -295
242 662 -300
61 325 771
406 579 757
152 322 -267
570 433 -143
635 115 629
157 556 -223
857 824 -117
614 526 -69
620 806 -812
414 826 -921
687 962 -487
345 842 326
117 588 -525
527 962 -404
482 705 289
595 360 -690
702 899 461
933 678 -480
50 241 -276
358 739 449
882 112 -232
932 751 253
57 732 -586
192 459 -804
711 52 -835
305 721 155
72 27 520
422 140 730
688 440 823
898 622 -934
254 59 -958
586 523 -899
187 354 -411
328 835 -282
357 688 -243
514 50 985
169 350 501
697 475 496
942 553 368
531 774 14
436 268 -911
296 14 -680
497 914 -166
477 45 -413
800 814 -251
86 726 -875
910 115 -779
647 599 -134
198 703 985
331 317 999
871 509 115
516 822 866
438 922 -318
741 877 -21
889 811 815
300 652 -104
950 60 -912
60 463 62
523 941 -327
606 402 825
728 189 545
376 273 -860
915 725 974
911 10 -244
963 707 -362
187 729 -229
769 340 -412
920 840 169
915 184 240
911 201 -268
938 275 -494
799 201 310
60 420 526
402 160 -246
817 299 -351
680 763 448
614 821 687
143 725 809
134 461 171
859 184 -188
367 427 -378
115 354 891
649 864 566
282 597 894
399 591 -886
620 247 635
48 911 356
753 756 903
570 715 108
678 713 -420
406 652 874
280 158 -54
725 784 186
734 220 -786
553 941 871
413 751 800
732 208 301
157 619 -405
93 897 -737
433 850 712
272 404 -836
833 564 159
722 160 389
833 644 862
354 588 565
236 295 856
929 386 -8
261 211 -284
458 364 -564
565 506 400
6 520 -686
942 959 774
772 59 959
246 459 511
414 126 230
411 495 545
636 86 246
125 237 644
368 859 510
557 348 251
670 869 -223
297 167 397
728 267 457
633 655 305
492 586 254
746 193 82
743 170 -985
614 597 -736
437 269 661
177 722 657
329 547 -615
150 93 238
517 674 -773
195 630 -494
496 285 270
63 958 -678
929 334 -57
735 113 850
319 131 925
569 892 -635
963 630 272
109 862 877
127 128 -913
322 491 36
416 440 -575
744 448 -330
637 98 910
94 444 -262
905 910 255
480 351 792
751 125 -673
315 216 -899
591 933 -947
244 779 231
62 223 635
621 420 -311
291 113 821
741 42 693
624 949 -758
548 21 459
263 288 194
258 616 361
549 659 -480
549 543 120
818 189 -268
732 143 486
856 355 569
105 85 -878
283 316 472
173 516 966
236 899 -393
681 210 228
45 549 545
7 137 -427
608 945 652
690 78 -252
765 91 46
535 636 -50
877 217 -208
730 117 369
161 589 -396
352 912 191
133 880 875
433 902 263
953 145 611
248 426 201
654 938 0
201 437 -551
429 520 229
663 606 408
900 262 656
473 836 734
921 307 -860
88 474 672
293 624 149
351 137 142
777 295 607
874 950 476
462 479 390
50 153 302
449 769 -298
903 419 -720
372 455 806
896 921
10 455 569
90 822 -256
51 534 -968
52 585 543
424 690 715
626 772 -801
314 485 634
414 431 -65
102 266 717
561 21 -780
285 891 -797
659 244 138
632 673 -911
317 858 -903
259 366 396
545 774 517
630 81 -15
210 604 -256
781 870 -64
517 52 31
624 39 344
602 639 26
84 683 -286
595 65 -173
284 147 115
272 749 536
231 522 211
533 853 13
339 15 356
728 848 -773
604 207 -512
605 888 401
359 784 -327
269 719 -189
710 229 644
782 7 -679
598 561 -920
770 292 96
484 722 -204
345 860 -542
853 56 -140
389 286 297
528 818 198
648 650 -412
777 392 867
117 225 258
837 67 -512
887 851 459
772 214 -827
582 732 -909
598 315 17
65 888 -374
8 832 207
395 165 624
302 472 -480
545 743 476
10 182 257
119 1 -89
92 535 -661
311 291 -768
711 514 794
893 552 -157
693 344 -1
606 682 -615
151 219 937
80 670 214
178 416 43
209 517 -667
415 219 126
486 496 494
68 777 -464
884 630 -25
138 186 -497
711 19 -522
228 630 -333
324 122 -380
390 821 281
351 845 363
147 570 -357
283 454 -202
426 222 -120
556 605 184
673 186 658
661 441 772
791 460 -624
674 246 400
368 360 443
276 672 239
735 157 -412
678 147 857
545 788 -362
426 393 712
304 820 -402
252 171 -337
752 719 -810
843 812 -381
98 386 398
463 61 811
887 210 365
41 305 480
256 830 589
279 37 -88
814 40 -124
793 160 59
659 707 -623
384 700 -876
583 483 547
346 399 876
571 337 -69
818 561 751
761 18 -790
201 572 70
455 149 152
612 334 833
13 591 -174
233 590 469
212 114 181
743 892 869
339 76 -641
357 107 963
748 682 -710
360 679 -752
114 682 366
414 396 -704
821 194 -13
756 419 376
273 798 -980
249 539 -2
581 829 -569
678 544 508
421 267 861
657 155 661
326 241 442
771 78 197
888 722 816
751 302 531
497 733 563
693 284 759
749 122 640
487 18 -874
261 655 -962
867 485 -77
229 718 847
192 724 -171
637 181 120
183 678 -102
277 510 -624
199 551 868
509 421 -988
495 493 597
723 413 306
751 451 -96
27 331 -860
224 554 733
332 392 -96
884 825 -127
770 146 -305
381 45 -463
472 89 -289
471 444 316
178 600 -984
69 221 690
142 631 317
245 8 697
106 679 -43
582 701 565
882 311 962
297 500 -80
488 864 246
103 531 856
822 302 -753
294 297 508
422 290 -420
740 152 774
439 603 142
854 666 -544
728 590 68
709 891 -984
253 827 -177
595 404 981
70 475 600
276 367 -52
801 836 602
41 371 349
815 686 -877
120 99 197
322 456 698
56 111 -911
719 321 981
426 205 -851
270 807 514
277 528 415
352 444 -718
683 558 846
893 696 -587
130 166 218
700 8 327
597 549 -726
87 595 799
830 449 -766
795 69 828
654 133 210
39 781 140
527 660 -753
376 895 -365
296 435 38
868 421 -711
531 554 106
775 154 -902
215 720 -256
856 661 446
151 275 -507
479 143 -818
61 763 -882
309 679 734
256 336 92
764 868 965
195 565 922
37 849 981
679 107 -206
864 285 714
193 320 -402
27 548 -832
706 678 -666
194 795 -946
65 594 451
303 343 73
5 774 69
747 683 -765
516 675 831
775 676 79
254 721 830
354 286 -649
361 681 -10
566 130 193
508 407 -505
888 565 -490
55 686 -174
302 443 364
727 865 -264
339 394 -715
362 648 -826
281 229 -585
91 641 -882
62 616 439
120 787 -882
737 252 -68
867 784 760
244 553 -733
36 115 187
618 129 -350
796 888 621
95 287 -868
29 817 945
272 2 -486
328 557 774
563 178 611
527 413 447
279 466 -879
680 844 -673
271 79 946
220 206 -333
139 522 187
4 564 336
749 107 -10
461 238 -919
639 694 -114
658 738 -223
422 410 151
820 893 -656
587 884 830
488 682 62
638 826 -872
637 177 819
856 246 35
61 31 -256
461 480 920
113 330 722
185 11 -147
19 571 -290
43 104 84
277 313 -751
519 481 762
369 374 826
793 443 826
326 581 139
718 417 -464
88 33 -151
655 10 -306
313 688 -882
816 727 701
430 228 495
649 159 -374
248 421 -761
488 625 -131
292 238 429
854 315 -726
266 537 674
451 249 374
86 303 -194
190 408 357
655 788 917
233 441 710
662 607 -142
571 860 -604
79 799 347
549 658 189
240 32 -705
47 713 -899
105 275 242
650 644 245
184 1 187
121 500 -7
198 429 211
321 369 138
211 729 -399
438 26 535
76 844 -672
589 177 -915
756 566 -692
36 235 761
547 431 -152
320 260 -560
653 235 -464
74 510 -739
103 74 -953
302 127 948
378 593 -352
791 189 34
511 545 -870
703 581 560
132 829 521
505 244 14
139 110 -231
12 245 78
273 133 464
842 576 -917
15 675 -912
307 366 2
89 17 594
231 871 -669
442 540 837
312 895 198
164 63 -786
99 849 -595
102 643 -527
743 430 -686
368 553 -289
735 370 -701
809 605 -706
94 874 -721
433 691 513
405 887 -334
652 139 189
864 527 -161
701 452 873
436 355 -553
154 601 595
786 418 178
572 102 -514
15 531 59
798 137 230
715 11 -232
561 535 -60
617 352 326
86 568 787
21 850 557
297 460 491
505 159 -265
792 257 -925
840 6 -945
514 473 105
698 724 -92
371 108 834
645 563 -81
682 278 67
56 703 -801
588 585 -820
23 860 -865
778 673 73
31 383 834
340 397 -598
336 141 -595
121 179 735
116 326 45
99 182 828
267 534 -605
716 47 918
339 535 464
492 698 -84
705 756 641
168 141 -290
515 235 -598
452 410 226
237 863 857
605 729 561
361 863 64
744 32 -283
785 682 800
63 582 -203
211 766 125
504 740 -418
652 667 -387
161 808 -602
204 714 149
808 310 -423
379 733 681
868 567 -220
622 396 464
147 474 -847
391 657 245
797 806 -323
736 228 871
727 742 -55
276 650 -713
648 623 257
344 371 511
165 67 737
27 325 75
31 351 748
398 31 943
477 860 -968
495 186 273
700 379 546
51 620 -249
625 410 167
12 478 -332
145 661 -511
92 713 -187
378 859 422
782 123 -983
466 195 -748
454 794 -352
388 445 947
198 549 -788
325 84 -971
407 500 701
6 586 435
70 196 32
431 271 221
472 1 -839
273 347 888
369 467 665
242 190 -896
815 863 -369
347 821 -490
153 557 -376
614 186 -10
593 261 952
303 514 -358
39 756 629
276 572 963
423 521 696
409 882 183
799 405 -278
37 882 917
875 834 30
841 242 -494
717 807 -393
379 526 559
546 41 -756
414 718 378
729 546 728
654 745 -237
385 276 -7
695 182 -212
96 412 855
658 183 776
134 530 955
5 814 -716
879 6 -687
564 708 254
706 140 -903
547 209 944
305 64 -644
681 257 90
216 212 -285
397 753 -528
730 582 819
326 358 906
147 837 764
189 109 652
800 395 -16
56 239 967
46 231 -213
47 844 -700
436 385 -89
255 95 -172
527 29 -413
837 258 479
213 87 -307
529 282 986
428 79 -75
134 152 -805
13 76 538
773 197 -708
522 240 -462
327 614 -779
293 894 187
373 536 1000
622 444 -846
15 779 -643
212 310 592
696 886 -721
156 758 756
362 498 871
163 627 499
85 374 400
444 784 980
783 86 -639
582 551 566
856 478 -835
718 824 510
812 572 -653
892 550 -150
479 761 32
235 321 -589
633 590 471
112 590 -196
663 12 -128
550 714 -639
578 580 428
682 751 907
572 682 65
541 653 878
863 397 49
127 381 453
639 893 -834
481 423 -290
642 743 836
518 836 456
129 765 -497
541 831 500
604 93 -922
108 669 27
567 580 449
146 148 553
2 229 -547
789 160 -920
684 139 -781
4 31 345
13 516 476
41 339 -117
490 469 946
129 804 -901
795 621 911
277 315 -63
284 674 -893
13 383 -320
619 297 25
894 101 -997
543 444 -35
857 429 584
653 616 -348
504 672 575
266 201 -254
211 894 162
425 663 -311
153 140 726
461 457 -322
302 384 227
10 465 -372
871 811 -720
32 234 607
759 203 851
302 665 343
31 845 610
327 115 141
182 480 -443
161 745 -597
758 624 -542
351 77 52
123 482 -361
404 755 66
437 473 246
824 131 920
331 296 -671
488 554 -728
779 689 655
58 67 -87
398 698 -660
596 174 667
250 675 -310
220 829 -203
825 152 -250
281 808 -526
787 153 -623
309 333 633
325 527 387
271 806 431
104 612 -893
180 294 518
857 832 119
488 775 -646
582 429 172
311 881 595
779 523 110
104 81 -74
481 785 -780
871 875 -276
365 671 616
221 478 -166
479 91 -117
146 738 -989
335 462 229
892 387 456
453 177 805
687 193 606
797 241 835
612 347 -659
247 733 -43
190 284 828
352 749 518
21 375 -147
865 613 -622
362 551 -2
770 408 329
820 142 85
729 193 -366
478 884 687
776 33 494
818 101 -79
831 689 257
856 840 -288
857 609 255
9 159 -322
807 792 -952
709 755 928
683 288 688
196 31 -110
98 376 593
455 652 965
272 349 397
538 495 838
516 82 118
739 149 514
198 480 -102
198 514 -93
437 842 502
502 770 128
374 164 531
628 543 905
348 868 600
874 532 -957
45 658 155
182 726 -633
694 485 -74
136 546 311
190 37 -853
619 40 964
246 110 -936
5 637 -423
721 783 820
440 708 2
641 264 619
61 648 581
576 584 -59
607 865 -766
217 343 635
282 578 -761
18 414 -369
636 466 -108
114 312 -55
562 430 283
856 157 854
357 334 -674
588 474 664
352 566 -714
679 777 -247
178 142 -513
26 92 -857
285 384 -396
567 663 328
331 854 742
792 20 503
762 236 594
119 77 218
209 785 -796
304 209 -722
564 857 -415
417 887 -426
349 631 656
422 730 -959
462 594 -422
623 805 828
872 179 515
655 836 -815
568 532 136
236 569 703
263 477 662
566 651 -625
456 779 822
638 665 758
40 472 436
756 119 -840
94 13 952
110 760 -220
110 304 435
489 584 867
820 382 894
175 1 285
313 760 911
18 399 481
403 433 519
693 526 471
569 577 -361
329 188 -701
320 191 13
813 883 441
220 522 -982
538 585 704
325 137 696
11 767 -871
613 386 -889
303 852 934
764 837 -665
685 429 620
249 559 799
291 888 -790
274 383 -839
149 34 -684
774 393 789
478 451 869
308 173 900
124 461 186
575 219 901
156 513 819
5 4 566
44 672 -960
92 181 -787
673 73 -202
837 120 203
141 756 882
764 567 -196
65 38 -207
753 705 -883
73 727 862
333 715 -198
246 889 486
614 91 209
661 580 -374
695 339 747
18 469 78
665 225 -525
552 468 -368
152 179 -808
587 53 435
677 767 20
510 814 80
676 454 507
472 655 -851
874 89 724
8 559 -42
3 350 -200
554 100 905
791 367 -607
255 185 92
484 703 -924
85 327 35
31 212 521
138 178 169
284 63 -620
480 684 -67
555 608 258
486 893 -615
420 481 153
158 129 -841
465 865 235
890 48 -932
802 357 -150
32 431 -120
460 372 -798
128 132 -232
40 781 964
804 453 -769
843 298 -492
606 175 456
50 125 783
123 23 -870
516 170 -130
690 754 291
798 630 -776
328 114 932
692 724 -332
313 854 -323
137 355 408
724 341 -596
80 161 -64
647 84 -789
83 813 -408
445 105 753
791 891 865
621 206 94
588 772 511
202 298 -525
662 208 -94
111 218 937
741 312 -462
125 263 244
887 347 927
553 51 990
147 420 907
273 690 -811
628 365 -374
439 730 -506
791 346 177
53 388 -393
811 163 762
610 48 -176
96 200 426
839 668 -759
394 607 -152
692 527 431
97 860 112
526 651 -89
623 362 -472
416 888 -133
752 113 501
320 263 377
276 14 215
157 112 171
241 180 834
113 820 -499
127 869 533
442 647 127
600 44 646
506 738 586
320 340 -20
293 431 -839
237 573 -681
883 282 -638
511 521 -568
477 757 -275
308 554 294
285 785 -220
766 506 -366
152 124 952
835 371 400
435 268 -508
749 706 -93
359 890 277
857 390 41
689 543 -138
669 476 146
220 322 410
601 52 -301
535 603 508
346 616 765
193 138 -655
340 562 618
760 7 624
395 373 -669
211 735 921
229 498 129
753 481 459
88 670 75
142 661 -944
609 776 -289
841 894 814
134 668 79
432 450 -183
40 124 574
866 703 906
500 695 803
349 35 -573
463 665 900
77 541 -110
438 371 -932
587 830 -931
576 425 -142
317 830 -898
232 387 65
298 157 -164
559 643 618
136 419 -972
771 362 295
140 576 271
23 636 -854
697 538 634
320 436 -59
78 825 758
517 409 -18
572 683 857
212 387 816
578 211 -949
763 858 293
216 580 493
143 380 993
382 815 132
602 744 642
755 596 -110
232 158 -176
380 337 293
479 214 -988
12 887 -243
84 310 330
857 428 515
531 105 3
179 405 737
68 591 147
206 533 -607
757 323 752
605 336 445
683 365 435
652 575 946
520 580 -186
73 302 451
352 752 -927
379 181 190
782 328 -107
539 596 303
120 513 10
137 768 -636
534 328 -590
638 881 -188
659 388 829
623 483 181
64 848 724
879 809 -797
582 169 260
333 611 -170
983 842
768 652 -214
899 646 982
793 581 -854
378 274 170
762 962 -524
35 725 -746
417 610 633
171 536 936
421 601 530
67 305 -965
440 686 -106
549 40 108
750 111 878
419 326 -426
499 723 -652
83 453 -912
37 15 75
843 300 -820
82 518 184
447 60 -626
393 954 547
116 286 -87
802 926 236
84 763 -689
128 479 -542
341 80 210
113 225 441
426 192 -766
239 330 139
508 745 -808
598 421 -227
889 854 254
550 218 -770
68 493 -576
757 210 649
979 655 244
134 613 544
232 86 553
648 515 365
477 699 -735
452 833 -934
789 933 -501
377 539 -497
633 595 969
3 624 -364
792 591 -226
224 931 -530
526 983 590
648 293 453
355 126 369
734 143 49
158 535 928
716 384 -558
526 392 -855
625 632 -25
11 594 149
400 596 -607
19 467 -599
42 595 917
344 700 -414
320 827 -958
671 201 156
893 410 -896
846 965 330
691 625 -52
936 932 228
42 74 -907
873 909 -328
332 99 -862
784 357 719
61 85 415
546 209 231
244 736 -771
910 298 -79
37 477 -576
231 454 141
